file,clip_id,cue_index,start_tc,end_tc,duration_sec,text,word_count,char_count
tx_004.srt,tx_004,3,"00:00:08,000","00:00:13,519",5.519,goes to the core of suppressing free,7,36
tx_004.srt,tx_004,4,"00:00:12,080","00:00:15,519",3.439,expression in this country. Other,5,33
tx_004.srt,tx_004,5,"00:00:13,519","00:00:17,520",4.001,presidents have wanted to silence,5,33
tx_004.srt,tx_004,6,"00:00:15,519","00:00:21,759",6.24,critics by threatening to revoke,5,32
tx_004.srt,tx_004,7,"00:00:17,519","00:00:24,078",6.559,licenses or stop mergers.,4,25
tx_004.srt,tx_004,8,"00:00:21,760","00:00:26,399",4.639,None has dared until now. What Donald,7,37
tx_004.srt,tx_004,9,"00:00:24,079","00:00:29,438",5.359,Trump is doing through his lap dog,7,34
tx_004.srt,tx_004,10,"00:00:26,399","00:00:30,958",4.559,chairman of the FCC is essentially to,7,37
tx_004.srt,tx_004,11,"00:00:29,439","00:00:33,679",4.24,pressure,1,8
tx_004.srt,tx_004,12,"00:00:30,960","00:00:35,100",4.14,these big corporations to silence any,6,37
tx_004.srt,tx_004,13,"00:00:33,679","00:00:39,438",5.759,"kind of criticism, any kind of satire,",7,38
tx_004.srt,tx_004,14,"00:00:36,000","00:00:41,280",5.28,any kind of challenge that is unamerican,7,40
tx_004.srt,tx_004,15,"00:00:39,439","00:00:44,639",5.2,and anti-democratic.,2,20
tx_004.srt,tx_004,16,"00:00:41,280","00:00:47,280",6.0,And that's why we need to call out the,9,38
tx_004.srt,tx_004,17,"00:00:44,640","00:00:50,159",5.519,chairman of the FCC. I think he needs to,9,40
tx_004.srt,tx_004,18,"00:00:47,280","00:00:52,879",5.599,"resign, Brendan Carr. and their",5,31
tx_004.srt,tx_004,19,"00:00:50,159","00:00:55,599",5.44,cowtowing to them shows they have no,7,36
tx_004.srt,tx_004,20,"00:00:52,878","00:00:58,959",6.081,backbone. They need to stand up. All of,8,39
tx_004.srt,tx_004,21,"00:00:55,600","00:01:02,960",7.36,us do because our democracy is at stake.,8,40
tx_004.srt,tx_004,22,"00:00:58,960","00:01:05,439",6.479,"What we're seeing is creeping,",5,30
tx_004.srt,tx_004,23,"00:01:02,960","00:01:09,439",6.479,"in fact, galloping authoritarianism.",4,36
tx_004.srt,tx_004,24,"00:01:05,438","00:01:14,239",8.801,Fear and intimidation are the autocrats,6,39
tx_004.srt,tx_004,25,"00:01:09,438","00:01:17,758",8.32,instruments of power. And to spread this,7,40
tx_004.srt,tx_004,26,"00:01:14,239","00:01:19,918",5.679,cancer of fear and intimidation is,6,34
tx_004.srt,tx_004,27,"00:01:17,759","00:01:23,919",6.16,"threatening to all of our rights, the",7,37
tx_004.srt,tx_004,28,"00:01:19,920","00:01:23,920",4.0,entire body of democracy.,4,25
tx_005.srt,tx_005,1,"00:00:00,160","00:00:08,240",8.08,"the FCC. This guy, uh, Conor, Brendan",7,37
tx_005.srt,tx_005,2,"00:00:05,200","00:00:10,079",4.879,"Carr. Yes. Uh, so this guy, the FCC, is",9,39
tx_005.srt,tx_005,3,"00:00:08,400","00:00:12,558",4.158,we can do things the easy way. We can do,10,40
tx_005.srt,tx_005,4,"00:00:10,080","00:00:15,120",5.04,things the hard way. Who is hiring these,8,40
tx_005.srt,tx_005,5,"00:00:12,558","00:00:17,439",4.881,"goons? Mario Puzo,",3,18
tx_005.srt,tx_005,6,"00:00:15,119","00:00:19,678",4.559,the the FCC. We're not happy until,7,34
tx_005.srt,tx_005,7,"00:00:17,440","00:00:22,079",4.639,you're not happy. For God's sakes. When,7,39
tx_005.srt,tx_005,8,"00:00:19,679","00:00:23,839",4.16,"I was a kid, I was like 20 years old and",11,40
tx_005.srt,tx_005,9,"00:00:22,079","00:00:26,399",4.32,"I wanted to work at a radio station. So,",9,40
tx_005.srt,tx_005,10,"00:00:23,839","00:00:28,879",5.04,I went to Chicago to the FCC. You take a,10,40
tx_005.srt,tx_005,11,"00:00:26,399","00:00:32,397",5.998,"test, you pass the test, you have your",8,38
tx_005.srt,tx_005,12,"00:00:28,879","00:00:34,959",6.08,third phone radio broadcasting license.,5,39
tx_005.srt,tx_005,13,"00:00:32,399","00:00:37,599",5.2,That's what the FCC does. If you're a,8,37
tx_005.srt,tx_005,14,"00:00:34,960","00:00:39,280",4.32,"50,000 watt clear channel radio station,",6,40
tx_005.srt,tx_005,15,"00:00:37,600","00:00:40,640",3.04,once a year they'll come and check your,8,39
tx_005.srt,tx_005,16,"00:00:39,280","00:00:43,839",4.559,dials to make sure you're not,6,29
tx_005.srt,tx_005,17,"00:00:40,640","00:00:46,558",5.918,"broadcasting at 55,000 watts. And god",6,37
tx_005.srt,tx_005,18,"00:00:43,840","00:00:49,280",5.44,"forbid you are, then you get an $8 fine.",9,40
tx_005.srt,tx_005,19,"00:00:46,558","00:00:52,077",5.519,That's the That is the FCC. I don't know,9,40
tx_005.srt,tx_005,20,"00:00:49,280","00:00:52,078",2.798,what is going on,4,16
tx_006.srt,tx_006,1,"00:00:04,000","00:00:08,240",4.24,Uh just for point of clarification,6,34
tx_006.srt,tx_006,2,"00:00:06,480","00:00:10,080",3.6,"before I make my motion, Senator Blunt",7,38
tx_006.srt,tx_006,3,"00:00:08,240","00:00:11,759",3.519,Rochester would like to be recorded as a,8,40
tx_006.srt,tx_006,4,"00:00:10,080","00:00:13,120",3.04,no on S2975.,3,12
tx_006.srt,tx_006,5,"00:00:11,759","00:00:16,880",5.121,>> Uh she will be so recorded.,7,30
tx_006.srt,tx_006,6,"00:00:13,119","00:00:19,277",6.158,">> Mr. Chairman, I move that S 2563 Global",9,42
tx_006.srt,tx_006,7,"00:00:16,879","00:00:21,518",4.639,Investment in America Jobs Act of 2025,7,38
tx_006.srt,tx_006,8,"00:00:19,278","00:00:23,117",3.839,as amended by the Young Substitute be,7,37
tx_006.srt,tx_006,9,"00:00:21,519","00:00:25,118",3.599,favorably reported.,2,19
tx_006.srt,tx_006,10,"00:00:23,118","00:00:27,598",4.48,>> Is there a second?,5,21
tx_006.srt,tx_006,11,"00:00:25,118","00:00:29,598",4.48,Is there is there any discussion?,6,33
tx_006.srt,tx_006,12,"00:00:27,599","00:00:32,079",4.48,">> Mr. Mr. Chairman,",4,20
tx_006.srt,tx_006,13,"00:00:29,599","00:00:33,519",3.92,">> Senator Marky,",3,17
tx_006.srt,tx_006,14,"00:00:32,079","00:00:36,239",4.16,">> and thank you, Mr. Chairman, very much.",8,42
tx_006.srt,tx_006,15,"00:00:33,520","00:00:38,558",5.038,"Mr. Mr. Chairman, I support the intent",7,38
tx_006.srt,tx_006,16,"00:00:36,238","00:00:42,319",6.081,behind the Global Investment in American,6,40
tx_006.srt,tx_006,17,"00:00:38,558","00:00:45,199",6.641,Jobs Act uh that uh Senators Young and,8,38
tx_006.srt,tx_006,18,"00:00:42,320","00:00:47,680",5.36,Peters have constructed because foreign,5,39
tx_006.srt,tx_006,19,"00:00:45,200","00:00:50,719",5.519,investment is an important part of the,7,38
tx_006.srt,tx_006,20,"00:00:47,679","00:00:52,159",4.48,US economy and it makes sense to examine,8,40
tx_006.srt,tx_006,21,"00:00:50,719","00:00:54,320",3.601,whether the United States is an,6,31
tx_006.srt,tx_006,22,"00:00:52,159","00:00:55,998",3.839,attractive destination for foreign,4,34
tx_006.srt,tx_006,23,"00:00:54,320","00:00:58,719",4.399,capital. But as part of that,6,28
tx_006.srt,tx_006,24,"00:00:56,000","00:01:01,519",5.519,"examination, we cannot ignore the",5,33
tx_006.srt,tx_006,25,"00:00:58,719","00:01:03,680",4.961,"elephant in the room, the Trump",6,31
tx_006.srt,tx_006,26,"00:01:01,520","00:01:06,079",4.559,administration's chaotic economic,3,33
tx_006.srt,tx_006,27,"00:01:03,679","00:01:08,398",4.719,policies and its ongoing attack on the,7,38
tx_006.srt,tx_006,28,"00:01:06,079","00:01:11,598",5.519,"rule of law, which undermine foreign",6,36
tx_006.srt,tx_006,29,"00:01:08,400","00:01:13,520",5.12,investor confidence in our country. I,6,37
tx_006.srt,tx_006,30,"00:01:11,599","00:01:15,759",4.16,filed nearly two dozen amendments to,6,36
tx_006.srt,tx_006,31,"00:01:13,519","00:01:18,639",5.12,ensure that this legislation takes a,6,36
tx_006.srt,tx_006,32,"00:01:15,760","00:01:20,720",4.96,comprehensive view of the US investment,6,39
tx_006.srt,tx_006,33,"00:01:18,640","00:01:21,999",3.359,climate. And I won't be calling up all,8,38
tx_006.srt,tx_006,34,"00:01:20,719","00:01:25,278",4.559,"of those amendments, but it's important",6,39
tx_006.srt,tx_006,35,"00:01:22,000","00:01:29,040",7.04,that we vote on some of them. So first I,10,40
tx_006.srt,tx_006,36,"00:01:25,280","00:01:33,119",7.839,call up Mr. Chairman um marquee uh,7,34
tx_006.srt,tx_006,37,"00:01:29,040","00:01:35,439",6.399,amendment one uh and uh and I ask for,9,37
tx_006.srt,tx_006,38,"00:01:33,118","00:01:36,959",3.841,its consideration.,2,18
tx_006.srt,tx_006,39,"00:01:35,438","00:01:37,518",2.08,>> Uh the amendment will be considered. You,8,43
tx_006.srt,tx_006,40,"00:01:36,959","00:01:39,599",2.64,may proceed.,2,12
